ID;Gender;AgeMonths_midtesting;AgeGroup_midtesting;Mediansplit_midtesting_entiresample;Dropout;StoppedGame;Phase;Trial;AverageDistanceAcrossTestTrials;TestingLocation
40;f;54;4;old;no;no;Warm-up;2;0.437;Edinburgh
40;f;54;4;old;no;no;Test;1;0.437;Edinburgh
40;f;54;4;old;no;no;Test;2;0.437;Edinburgh
40;f;54;4;old;no;no;Test;3;0.437;Edinburgh
40;f;54;4;old;no;no;Test;4;0.437;Edinburgh
40;f;54;4;old;no;no;Test;5;0.437;Edinburgh
40;f;54;4;old;no;no;Test;6;0.437;Edinburgh
40;f;54;4;old;no;no;Test;7;0.437;Edinburgh
40;f;54;4;old;no;no;Test;8;0.437;Edinburgh
40;f;54;4;old;no;no;Test;9;0.437;Edinburgh
40;f;54;4;old;no;no;Test;10;0.437;Edinburgh
40;f;54;4;old;no;no;Test;11;0.437;Edinburgh
40;f;54;4;old;no;no;Test;12;0.437;Edinburgh
41;m;54;4;old;no;no;Warm-up;1;0.167;Edinburgh
41;m;54;4;old;no;no;Warm-up;2;0.167;Edinburgh
41;m;54;4;old;no;no;Test;1;0.167;Edinburgh
41;m;54;4;old;no;no;Test;2;0.167;Edinburgh
41;m;54;4;old;no;no;Test;3;0.167;Edinburgh
41;m;54;4;old;no;no;Test;4;0.167;Edinburgh
41;m;54;4;old;no;no;Test;5;0.167;Edinburgh
41;m;54;4;old;no;no;Test;6;0.167;Edinburgh
41;m;54;4;old;no;no;Test;7;0.167;Edinburgh
41;m;54;4;old;no;no;Test;8;0.167;Edinburgh
41;m;54;4;old;no;no;Test;9;0.167;Edinburgh
41;m;54;4;old;no;no;Test;10;0.167;Edinburgh
41;m;54;4;old;no;no;Test;11;0.167;Edinburgh
41;m;54;4;old;no;no;Test;12;0.167;Edinburgh
42;f;56;4;old;no;no;Warm-up;1;0.858;Edinburgh
42;f;56;4;old;no;no;Warm-up;2;0.858;Edinburgh
42;f;56;4;old;no;no;Test;1;0.858;Edinburgh
42;f;56;4;old;no;no;Test;2;0.858;Edinburgh
42;f;56;4;old;no;no;Test;3;0.858;Edinburgh
42;f;56;4;old;no;no;Test;4;0.858;Edinburgh
42;f;56;4;old;no;no;Test;5;0.858;Edinburgh
42;f;56;4;old;no;no;Test;6;0.858;Edinburgh
42;f;56;4;old;no;no;Test;7;0.858;Edinburgh
42;f;56;4;old;no;no;Test;8;0.858;Edinburgh
42;f;56;4;old;no;no;Test;9;0.858;Edinburgh
42;f;56;4;old;no;no;Test;10;0.858;Edinburgh
42;f;56;4;old;no;no;Test;11;0.858;Edinburgh
42;f;56;4;old;no;no;Test;12;0.858;Edinburgh
43;m;40;3;young;no;no;Warm-up;1;0.75;Edinburgh
43;m;40;3;young;no;no;Warm-up;2;0.75;Edinburgh
43;m;40;3;young;no;no;Test;1;0.75;Edinburgh
43;m;40;3;young;no;no;Test;2;0.75;Edinburgh
43;m;40;3;young;no;no;Test;3;0.75;Edinburgh
43;m;40;3;young;no;no;Test;4;0.75;Edinburgh
43;m;40;3;young;no;no;Test;5;0.75;Edinburgh
43;m;40;3;young;no;no;Test;6;0.75;Edinburgh
43;m;40;3;young;no;no;Test;7;0.75;Edinburgh
43;m;40;3;young;no;no;Test;8;0.75;Edinburgh
43;m;40;3;young;no;no;Test;9;0.75;Edinburgh
43;m;40;3;young;no;no;Test;10;0.75;Edinburgh
43;m;40;3;young;no;no;Test;11;0.75;Edinburgh
43;m;40;3;young;no;no;Test;12;0.75;Edinburgh
44;m;43;3;young;no;no;Warm-up;1;1.143;Edinburgh
44;m;43;3;young;no;no;Warm-up;2;1.143;Edinburgh
44;m;43;3;young;no;no;Test;1;1.143;Edinburgh
44;m;43;3;young;no;no;Test;2;1.143;Edinburgh
44;m;43;3;young;no;no;Test;3;1.143;Edinburgh
44;m;43;3;young;no;no;Test;4;1.143;Edinburgh
44;m;43;3;young;no;no;Test;5;1.143;Edinburgh
44;m;43;3;young;no;no;Test;6;1.143;Edinburgh
44;m;43;3;young;no;no;Test;7;1.143;Edinburgh
44;m;43;3;young;no;no;Test;8;1.143;Edinburgh
44;m;43;3;young;no;no;Test;9;1.143;Edinburgh
44;m;43;3;young;no;no;Test;10;1.143;Edinburgh
44;m;43;3;young;no;no;Test;11;1.143;Edinburgh
44;m;43;3;young;no;no;Test;12;1.143;Edinburgh
45;f;51;4;old;no;no;Warm-up;1;0.804;Fife
45;f;51;4;old;no;no;Warm-up;2;0.804;Fife
45;f;51;4;old;no;no;Test;1;0.804;Fife
45;f;51;4;old;no;no;Test;2;0.804;Fife
45;f;51;4;old;no;no;Test;3;0.804;Fife
45;f;51;4;old;no;no;Test;4;0.804;Fife
45;f;51;4;old;no;no;Test;5;0.804;Fife
45;f;51;4;old;no;no;Test;6;0.804;Fife
45;f;51;4;old;no;no;Test;7;0.804;Fife
45;f;51;4;old;no;no;Test;8;0.804;Fife
45;f;51;4;old;no;no;Test;9;0.804;Fife
45;f;51;4;old;no;no;Test;10;0.804;Fife
45;f;51;4;old;no;no;Test;11;0.804;Fife
45;f;51;4;old;no;no;Test;12;0.804;Fife
46;f;50;4;old;no;no;Warm-up;1;0.569;Fife
46;f;50;4;old;no;no;Warm-up;2;0.569;Fife
46;f;50;4;old;no;no;Test;1;0.569;Fife
46;f;50;4;old;no;no;Test;2;0.569;Fife
46;f;50;4;old;no;no;Test;3;0.569;Fife
46;f;50;4;old;no;no;Test;4;0.569;Fife
46;f;50;4;old;no;no;Test;5;0.569;Fife
46;f;50;4;old;no;no;Test;6;0.569;Fife
46;f;50;4;old;no;no;Test;7;0.569;Fife
46;f;50;4;old;no;no;Test;8;0.569;Fife
46;f;50;4;old;no;no;Test;9;0.569;Fife
46;f;50;4;old;no;no;Test;10;0.569;Fife
46;f;50;4;old;no;no;Test;11;0.569;Fife
46;f;50;4;old;no;no;Test;12;0.569;Fife
47;f;54;4;old;no;no;Warm-up;1;1.324;Fife
47;f;54;4;old;no;no;Warm-up;2;1.324;Fife
47;f;54;4;old;no;no;Test;1;1.324;Fife
47;f;54;4;old;no;no;Test;2;1.324;Fife
47;f;54;4;old;no;no;Test;3;1.324;Fife
47;f;54;4;old;no;no;Test;4;1.324;Fife
47;f;54;4;old;no;no;Test;5;1.324;Fife
47;f;54;4;old;no;no;Test;6;1.324;Fife
47;f;54;4;old;no;no;Test;7;1.324;Fife
47;f;54;4;old;no;no;Test;8;1.324;Fife
47;f;54;4;old;no;no;Test;9;1.324;Fife
47;f;54;4;old;no;no;Test;10;1.324;Fife
47;f;54;4;old;no;no;Test;11;1.324;Fife
47;f;54;4;old;no;no;Test;12;1.324;Fife
48;m;44;3;young;no;no;Warm-up;1;1.074;Fife
48;m;44;3;young;no;no;Warm-up;2;1.074;Fife
48;m;44;3;young;no;no;Test;1;1.074;Fife
48;m;44;3;young;no;no;Test;2;1.074;Fife
48;m;44;3;young;no;no;Test;3;1.074;Fife
48;m;44;3;young;no;no;Test;4;1.074;Fife
48;m;44;3;young;no;no;Test;5;1.074;Fife
48;m;44;3;young;no;no;Test;6;1.074;Fife
48;m;44;3;young;no;no;Test;7;1.074;Fife
48;m;44;3;young;no;no;Test;8;1.074;Fife
48;m;44;3;young;no;no;Test;9;1.074;Fife
48;m;44;3;young;no;no;Test;10;1.074;Fife
48;m;44;3;young;no;no;Test;11;1.074;Fife
48;m;44;3;young;no;no;Test;12;1.074;Fife
51;f;43;3;young;no;no;Warm-up;1;0.902;Fife
51;f;43;3;young;no;no;Warm-up;2;0.902;Fife
51;f;43;3;young;no;no;Test;1;0.902;Fife
51;f;43;3;young;no;no;Test;2;0.902;Fife
51;f;43;3;young;no;no;Test;3;0.902;Fife
51;f;43;3;young;no;no;Test;4;0.902;Fife
51;f;43;3;young;no;no;Test;5;0.902;Fife
51;f;43;3;young;no;no;Test;6;0.902;Fife
51;f;43;3;young;no;no;Test;7;0.902;Fife
51;f;43;3;young;no;no;Test;8;0.902;Fife
51;f;43;3;young;no;no;Test;9;0.902;Fife
51;f;43;3;young;no;no;Test;10;0.902;Fife
51;f;43;3;young;no;no;Test;11;0.902;Fife
51;f;43;3;young;no;no;Test;12;0.902;Fife
52;f;43;3;young;no;no;Warm-up;1;1.260;Fife
52;f;43;3;young;no;no;Warm-up;2;1.260;Fife
52;f;43;3;young;no;no;Test;1;1.260;Fife
52;f;43;3;young;no;no;Test;2;1.260;Fife
52;f;43;3;young;no;no;Test;3;1.260;Fife
52;f;43;3;young;no;no;Test;4;1.260;Fife
52;f;43;3;young;no;no;Test;5;1.260;Fife
52;f;43;3;young;no;no;Test;6;1.260;Fife
52;f;43;3;young;no;no;Test;7;1.260;Fife
52;f;43;3;young;no;no;Test;8;1.260;Fife
52;f;43;3;young;no;no;Test;9;1.260;Fife
52;f;43;3;young;no;no;Test;10;1.260;Fife
52;f;43;3;young;no;no;Test;11;1.260;Fife
52;f;43;3;young;no;no;Test;12;1.260;Fife
53;f;44;3;young;no;no;Warm-up;1;0.456;Fife
53;f;44;3;young;no;no;Warm-up;2;0.456;Fife
53;f;44;3;young;no;no;Test;1;0.456;Fife
53;f;44;3;young;no;no;Test;2;0.456;Fife
53;f;44;3;young;no;no;Test;3;0.456;Fife
53;f;44;3;young;no;no;Test;4;0.456;Fife
53;f;44;3;young;no;no;Test;5;0.456;Fife
53;f;44;3;young;no;no;Test;6;0.456;Fife
53;f;44;3;young;no;no;Test;7;0.456;Fife
53;f;44;3;young;no;no;Test;8;0.456;Fife
53;f;44;3;young;no;no;Test;9;0.456;Fife
53;f;44;3;young;no;no;Test;10;0.456;Fife
53;f;44;3;young;no;no;Test;11;0.456;Fife
53;f;44;3;young;no;no;Test;12;0.456;Fife
54;m;52;4;old;no;no;Warm-up;1;0.52;Edinburgh
54;m;52;4;old;no;no;Warm-up;2;0.52;Edinburgh
54;m;52;4;old;no;no;Test;1;0.52;Edinburgh
54;m;52;4;old;no;no;Test;2;0.52;Edinburgh
54;m;52;4;old;no;no;Test;3;0.52;Edinburgh
54;m;52;4;old;no;no;Test;4;0.52;Edinburgh
54;m;52;4;old;no;no;Test;5;0.52;Edinburgh
54;m;52;4;old;no;no;Test;6;0.52;Edinburgh
54;m;52;4;old;no;no;Test;7;0.52;Edinburgh
54;m;52;4;old;no;no;Test;8;0.52;Edinburgh
54;m;52;4;old;no;no;Test;9;0.52;Edinburgh
54;m;52;4;old;no;no;Test;10;0.52;Edinburgh
54;m;52;4;old;no;no;Test;11;0.52;Edinburgh
54;m;52;4;old;no;no;Test;12;0.52;Edinburgh
55;m;44;3;young;no;no;Warm-up;1;0.804;Edinburgh
55;m;44;3;young;no;no;Warm-up;2;0.804;Edinburgh
55;m;44;3;young;no;no;Test;1;0.804;Edinburgh
55;m;44;3;young;no;no;Test;2;0.804;Edinburgh
55;m;44;3;young;no;no;Test;3;0.804;Edinburgh
55;m;44;3;young;no;no;Test;4;0.804;Edinburgh
55;m;44;3;young;no;no;Test;5;0.804;Edinburgh
55;m;44;3;young;no;no;Test;6;0.804;Edinburgh
55;m;44;3;young;no;no;Test;7;0.804;Edinburgh
55;m;44;3;young;no;no;Test;8;0.804;Edinburgh
55;m;44;3;young;no;no;Test;9;0.804;Edinburgh
55;m;44;3;young;no;no;Test;10;0.804;Edinburgh
55;m;44;3;young;no;no;Test;11;0.804;Edinburgh
55;m;44;3;young;no;no;Test;12;0.804;Edinburgh
56;m;44;3;young;no;no;Warm-up;1;0.902;Edinburgh
56;m;44;3;young;no;no;Warm-up;2;0.902;Edinburgh
56;m;44;3;young;no;no;Test;1;0.902;Edinburgh
56;m;44;3;young;no;no;Test;2;0.902;Edinburgh
56;m;44;3;young;no;no;Test;3;0.902;Edinburgh
56;m;44;3;young;no;no;Test;4;0.902;Edinburgh
56;m;44;3;young;no;no;Test;5;0.902;Edinburgh
56;m;44;3;young;no;no;Test;6;0.902;Edinburgh
56;m;44;3;young;no;no;Test;7;0.902;Edinburgh
56;m;44;3;young;no;no;Test;8;0.902;Edinburgh
56;m;44;3;young;no;no;Test;9;0.902;Edinburgh
56;m;44;3;young;no;no;Test;10;0.902;Edinburgh
56;m;44;3;young;no;no;Test;11;0.902;Edinburgh
56;m;44;3;young;no;no;Test;12;0.902;Edinburgh
58;m;51;4;old;no;no;Warm-up;1;0.534;Edinburgh
58;m;51;4;old;no;no;Warm-up;2;0.534;Edinburgh
58;m;51;4;old;no;no;Test;1;0.534;Edinburgh
58;m;51;4;old;no;no;Test;2;0.534;Edinburgh
58;m;51;4;old;no;no;Test;3;0.534;Edinburgh
58;m;51;4;old;no;no;Test;4;0.534;Edinburgh
58;m;51;4;old;no;no;Test;5;0.534;Edinburgh
58;m;51;4;old;no;no;Test;6;0.534;Edinburgh
58;m;51;4;old;no;no;Test;7;0.534;Edinburgh
58;m;51;4;old;no;no;Test;8;0.534;Edinburgh
58;m;51;4;old;no;no;Test;9;0.534;Edinburgh
58;m;51;4;old;no;no;Test;10;0.534;Edinburgh
58;m;51;4;old;no;no;Test;11;0.534;Edinburgh
58;m;51;4;old;no;no;Test;12;0.534;Edinburgh
59;m;53;4;old;no;no;Warm-up;1;0.52;Edinburgh
59;m;53;4;old;no;no;Warm-up;2;0.52;Edinburgh
59;m;53;4;old;no;no;Test;1;0.52;Edinburgh
59;m;53;4;old;no;no;Test;2;0.52;Edinburgh
59;m;53;4;old;no;no;Test;3;0.52;Edinburgh
59;m;53;4;old;no;no;Test;4;0.52;Edinburgh
59;m;53;4;old;no;no;Test;5;0.52;Edinburgh
59;m;53;4;old;no;no;Test;6;0.52;Edinburgh
59;m;53;4;old;no;no;Test;7;0.52;Edinburgh
59;m;53;4;old;no;no;Test;8;0.52;Edinburgh
59;m;53;4;old;no;no;Test;9;0.52;Edinburgh
59;m;53;4;old;no;no;Test;10;0.52;Edinburgh
59;m;53;4;old;no;no;Test;11;0.52;Edinburgh
59;m;53;4;old;no;no;Test;12;0.52;Edinburgh
60;m;49;4;young;no;no;Warm-up;1;1.053;Edinburgh
60;m;49;4;young;no;no;Warm-up;2;1.053;Edinburgh
60;m;49;4;young;no;no;Test;1;1.053;Edinburgh
60;m;49;4;young;no;no;Test;2;1.053;Edinburgh
60;m;49;4;young;no;no;Test;3;1.053;Edinburgh
60;m;49;4;young;no;no;Test;4;1.053;Edinburgh
60;m;49;4;young;no;no;Test;5;1.053;Edinburgh
60;m;49;4;young;no;no;Test;6;1.053;Edinburgh
60;m;49;4;young;no;no;Test;7;1.053;Edinburgh
60;m;49;4;young;no;no;Test;8;1.053;Edinburgh
60;m;49;4;young;no;no;Test;9;1.053;Edinburgh
60;m;49;4;young;no;no;Test;10;1.053;Edinburgh
60;m;49;4;young;no;no;Test;11;1.053;Edinburgh
60;m;49;4;young;no;no;Test;12;1.053;Edinburgh
62;f;47;3;young;no;no;Warm-up;1;0.971;Edinburgh
62;f;47;3;young;no;no;Warm-up;2;0.971;Edinburgh
62;f;47;3;young;no;no;Test;1;0.971;Edinburgh
62;f;47;3;young;no;no;Test;2;0.971;Edinburgh
62;f;47;3;young;no;no;Test;3;0.971;Edinburgh
62;f;47;3;young;no;no;Test;4;0.971;Edinburgh
62;f;47;3;young;no;no;Test;5;0.971;Edinburgh
62;f;47;3;young;no;no;Test;6;0.971;Edinburgh
62;f;47;3;young;no;no;Test;7;0.971;Edinburgh
62;f;47;3;young;no;no;Test;8;0.971;Edinburgh
62;f;47;3;young;no;no;Test;9;0.971;Edinburgh
62;f;47;3;young;no;no;Test;10;0.971;Edinburgh
62;f;47;3;young;no;no;Test;11;0.971;Edinburgh
62;f;47;3;young;no;no;Test;12;0.971;Edinburgh
64;m;38;3;young;no;no;Warm-up;1;1.059;Edinburgh
64;m;38;3;young;no;no;Warm-up;2;1.059;Edinburgh
64;m;38;3;young;no;no;Test;1;1.059;Edinburgh
64;m;38;3;young;no;no;Test;2;1.059;Edinburgh
64;m;38;3;young;no;no;Test;3;1.059;Edinburgh
64;m;38;3;young;no;no;Test;4;1.059;Edinburgh
64;m;38;3;young;no;no;Test;5;1.059;Edinburgh
64;m;38;3;young;no;no;Test;6;1.059;Edinburgh
64;m;38;3;young;no;no;Test;7;1.059;Edinburgh
64;m;38;3;young;no;no;Test;8;1.059;Edinburgh
64;m;38;3;young;no;no;Test;9;1.059;Edinburgh
64;m;38;3;young;no;no;Test;10;1.059;Edinburgh
64;m;38;3;young;no;no;Test;11;1.059;Edinburgh
64;m;38;3;young;no;no;Test;12;1.059;Edinburgh
65;m;36;3;young;no;no;Warm-up;1;0.721;Edinburgh
65;m;36;3;young;no;no;Warm-up;2;0.721;Edinburgh
65;m;36;3;young;no;no;Test;1;0.721;Edinburgh
65;m;36;3;young;no;no;Test;2;0.721;Edinburgh
65;m;36;3;young;no;no;Test;3;0.721;Edinburgh
65;m;36;3;young;no;no;Test;4;0.721;Edinburgh
65;m;36;3;young;no;no;Test;5;0.721;Edinburgh
65;m;36;3;young;no;no;Test;6;0.721;Edinburgh
65;m;36;3;young;no;no;Test;7;0.721;Edinburgh
65;m;36;3;young;no;no;Test;8;0.721;Edinburgh
65;m;36;3;young;no;no;Test;9;0.721;Edinburgh
65;m;36;3;young;no;no;Test;10;0.721;Edinburgh
65;m;36;3;young;no;no;Test;11;0.721;Edinburgh
65;m;36;3;young;no;no;Test;12;0.721;Edinburgh
66;m;56;4;old;no;no;Warm-up;1;0.667;Fife
66;m;56;4;old;no;no;Warm-up;2;0.667;Fife
66;m;56;4;old;no;no;Test;1;0.667;Fife
66;m;56;4;old;no;no;Test;2;0.667;Fife
66;m;56;4;old;no;no;Test;3;0.667;Fife
66;m;56;4;old;no;no;Test;4;0.667;Fife
66;m;56;4;old;no;no;Test;5;0.667;Fife
66;m;56;4;old;no;no;Test;6;0.667;Fife
66;m;56;4;old;no;no;Test;7;0.667;Fife
66;m;56;4;old;no;no;Test;8;0.667;Fife
66;m;56;4;old;no;no;Test;9;0.667;Fife
66;m;56;4;old;no;no;Test;10;0.667;Fife
66;m;56;4;old;no;no;Test;11;0.667;Fife
66;m;56;4;old;no;no;Test;12;0.667;Fife
67;m;49;4;young;no;no;Warm-up;1;1.039;Fife
67;m;49;4;young;no;no;Warm-up;2;1.039;Fife
67;m;49;4;young;no;no;Test;1;1.039;Fife
67;m;49;4;young;no;no;Test;2;1.039;Fife
67;m;49;4;young;no;no;Test;3;1.039;Fife
67;m;49;4;young;no;no;Test;4;1.039;Fife
67;m;49;4;young;no;no;Test;5;1.039;Fife
67;m;49;4;young;no;no;Test;6;1.039;Fife
67;m;49;4;young;no;no;Test;7;1.039;Fife
67;m;49;4;young;no;no;Test;8;1.039;Fife
67;m;49;4;young;no;no;Test;9;1.039;Fife
67;m;49;4;young;no;no;Test;10;1.039;Fife
67;m;49;4;young;no;no;Test;11;1.039;Fife
67;m;49;4;young;no;no;Test;12;1.039;Fife
68;f;50;4;old;no;no;Warm-up;1;0.804;Fife
68;f;50;4;old;no;no;Warm-up;2;0.804;Fife
68;f;50;4;old;no;no;Test;1;0.804;Fife
68;f;50;4;old;no;no;Test;2;0.804;Fife
68;f;50;4;old;no;no;Test;3;0.804;Fife
68;f;50;4;old;no;no;Test;4;0.804;Fife
68;f;50;4;old;no;no;Test;5;0.804;Fife
68;f;50;4;old;no;no;Test;6;0.804;Fife
68;f;50;4;old;no;no;Test;7;0.804;Fife
68;f;50;4;old;no;no;Test;8;0.804;Fife
68;f;50;4;old;no;no;Test;9;0.804;Fife
68;f;50;4;old;no;no;Test;10;0.804;Fife
68;f;50;4;old;no;no;Test;11;0.804;Fife
68;f;50;4;old;no;no;Test;12;0.804;Fife
69;m;54;4;old;no;no;Warm-up;1;0.99;Fife
69;m;54;4;old;no;no;Warm-up;2;0.99;Fife
69;m;54;4;old;no;no;Test;1;0.99;Fife
69;m;54;4;old;no;no;Test;2;0.99;Fife
69;m;54;4;old;no;no;Test;3;0.99;Fife
69;m;54;4;old;no;no;Test;4;0.99;Fife
69;m;54;4;old;no;no;Test;5;0.99;Fife
69;m;54;4;old;no;no;Test;6;0.99;Fife
69;m;54;4;old;no;no;Test;7;0.99;Fife
69;m;54;4;old;no;no;Test;8;0.99;Fife
69;m;54;4;old;no;no;Test;9;0.99;Fife
69;m;54;4;old;no;no;Test;10;0.99;Fife
69;m;54;4;old;no;no;Test;11;0.99;Fife
69;m;54;4;old;no;no;Test;12;0.99;Fife
70;f;52;4;old;no;no;Warm-up;1;1.403;Fife
70;f;52;4;old;no;no;Warm-up;2;1.403;Fife
70;f;52;4;old;no;no;Test;1;1.403;Fife
70;f;52;4;old;no;no;Test;2;1.403;Fife
70;f;52;4;old;no;no;Test;3;1.403;Fife
70;f;52;4;old;no;no;Test;4;1.403;Fife
70;f;52;4;old;no;no;Test;5;1.403;Fife
70;f;52;4;old;no;no;Test;6;1.403;Fife
70;f;52;4;old;no;no;Test;7;1.403;Fife
70;f;52;4;old;no;no;Test;8;1.403;Fife
70;f;52;4;old;no;no;Test;9;1.403;Fife
70;f;52;4;old;no;no;Test;10;1.403;Fife
70;f;52;4;old;no;no;Test;11;1.403;Fife
70;f;52;4;old;no;no;Test;12;1.403;Fife
71;f;52;4;old;no;no;Warm-up;1;0.868;Fife
71;f;52;4;old;no;no;Warm-up;2;0.868;Fife
71;f;52;4;old;no;no;Test;1;0.868;Fife
71;f;52;4;old;no;no;Test;2;0.868;Fife
71;f;52;4;old;no;no;Test;3;0.868;Fife
71;f;52;4;old;no;no;Test;4;0.868;Fife
71;f;52;4;old;no;no;Test;5;0.868;Fife
71;f;52;4;old;no;no;Test;6;0.868;Fife
71;f;52;4;old;no;no;Test;7;0.868;Fife
71;f;52;4;old;no;no;Test;8;0.868;Fife
71;f;52;4;old;no;no;Test;9;0.868;Fife
71;f;52;4;old;no;no;Test;10;0.868;Fife
71;f;52;4;old;no;no;Test;11;0.868;Fife
71;f;52;4;old;no;no;Test;12;0.868;Fife
72;m;60;5;old;no;no;Warm-up;1;0.417;Fife
72;m;60;5;old;no;no;Warm-up;2;0.417;Fife
72;m;60;5;old;no;no;Test;1;0.417;Fife
72;m;60;5;old;no;no;Test;2;0.417;Fife
72;m;60;5;old;no;no;Test;3;0.417;Fife
72;m;60;5;old;no;no;Test;4;0.417;Fife
72;m;60;5;old;no;no;Test;5;0.417;Fife
72;m;60;5;old;no;no;Test;6;0.417;Fife
72;m;60;5;old;no;no;Test;7;0.417;Fife
72;m;60;5;old;no;no;Test;8;0.417;Fife
72;m;60;5;old;no;no;Test;9;0.417;Fife
72;m;60;5;old;no;no;Test;10;0.417;Fife
72;m;60;5;old;no;no;Test;11;0.417;Fife
72;m;60;5;old;no;no;Test;12;0.417;Fife
73;m;40;3;young;no;no;Warm-up;1;1.219;Edinburgh
73;m;40;3;young;no;no;Warm-up;2;1.219;Edinburgh
73;m;40;3;young;no;no;Test;1;1.219;Edinburgh
73;m;40;3;young;no;no;Test;2;1.219;Edinburgh
73;m;40;3;young;no;no;Test;3;1.219;Edinburgh
73;m;40;3;young;no;no;Test;4;1.219;Edinburgh
73;m;40;3;young;no;no;Test;5;1.219;Edinburgh
73;m;40;3;young;no;no;Test;6;1.219;Edinburgh
73;m;40;3;young;no;no;Test;7;1.219;Edinburgh
73;m;40;3;young;no;no;Test;8;1.219;Edinburgh
73;m;40;3;young;no;no;Test;9;1.219;Edinburgh
73;m;40;3;young;no;no;Test;10;1.219;Edinburgh
73;m;40;3;young;no;no;Test;11;1.219;Edinburgh
73;m;40;3;young;no;no;Test;12;1.219;Edinburgh
74;f;38;3;young;no;no;Warm-up;1;1.498;Edinburgh
74;f;38;3;young;no;no;Warm-up;2;1.498;Edinburgh
74;f;38;3;young;no;no;Test;1;1.498;Edinburgh
74;f;38;3;young;no;no;Test;2;1.498;Edinburgh
74;f;38;3;young;no;no;Test;3;1.498;Edinburgh
74;f;38;3;young;no;no;Test;4;1.498;Edinburgh
74;f;38;3;young;no;no;Test;5;1.498;Edinburgh
74;f;38;3;young;no;no;Test;6;1.498;Edinburgh
74;f;38;3;young;no;no;Test;7;1.498;Edinburgh
74;f;38;3;young;no;no;Test;8;1.498;Edinburgh
74;f;38;3;young;no;no;Test;9;1.498;Edinburgh
74;f;38;3;young;no;no;Test;10;1.498;Edinburgh
74;f;38;3;young;no;no;Test;11;1.498;Edinburgh
74;f;38;3;young;no;no;Test;12;1.498;Edinburgh
75;f;40;3;young;no;no;Warm-up;1;0.456;Fife
75;f;40;3;young;no;no;Warm-up;2;0.456;Fife
75;f;40;3;young;no;no;Test;1;0.456;Fife
75;f;40;3;young;no;no;Test;2;0.456;Fife
75;f;40;3;young;no;no;Test;3;0.456;Fife
75;f;40;3;young;no;no;Test;4;0.456;Fife
75;f;40;3;young;no;no;Test;5;0.456;Fife
75;f;40;3;young;no;no;Test;6;0.456;Fife
75;f;40;3;young;no;no;Test;7;0.456;Fife
75;f;40;3;young;no;no;Test;8;0.456;Fife
75;f;40;3;young;no;no;Test;9;0.456;Fife
75;f;40;3;young;no;no;Test;10;0.456;Fife
75;f;40;3;young;no;no;Test;11;0.456;Fife
75;f;40;3;young;no;no;Test;12;0.456;Fife
76;m;52;4;old;no;no;Warm-up;1;0.986;Fife
76;m;52;4;old;no;no;Warm-up;2;0.986;Fife
76;m;52;4;old;no;no;Test;1;0.986;Fife
76;m;52;4;old;no;no;Test;2;0.986;Fife
76;m;52;4;old;no;no;Test;3;0.986;Fife
76;m;52;4;old;no;no;Test;4;0.986;Fife
76;m;52;4;old;no;no;Test;5;0.986;Fife
76;m;52;4;old;no;no;Test;6;0.986;Fife
76;m;52;4;old;no;no;Test;7;0.986;Fife
76;m;52;4;old;no;no;Test;8;0.986;Fife
76;m;52;4;old;no;no;Test;9;0.986;Fife
76;m;52;4;old;no;no;Test;10;0.986;Fife
76;m;52;4;old;no;no;Test;11;0.986;Fife
76;m;52;4;old;no;no;Test;12;0.986;Fife
77;f;42;3;young;no;no;Warm-up;1;1.005;Fife
77;f;42;3;young;no;no;Warm-up;2;1.005;Fife
77;f;42;3;young;no;no;Test;1;1.005;Fife
77;f;42;3;young;no;no;Test;2;1.005;Fife
77;f;42;3;young;no;no;Test;3;1.005;Fife
77;f;42;3;young;no;no;Test;4;1.005;Fife
77;f;42;3;young;no;no;Test;5;1.005;Fife
77;f;42;3;young;no;no;Test;6;1.005;Fife
77;f;42;3;young;no;no;Test;7;1.005;Fife
77;f;42;3;young;no;no;Test;8;1.005;Fife
77;f;42;3;young;no;no;Test;9;1.005;Fife
77;f;42;3;young;no;no;Test;10;1.005;Fife
77;f;42;3;young;no;no;Test;11;1.005;Fife
77;f;42;3;young;no;no;Test;12;1.005;Fife
79;f;46;3;young;no;no;Warm-up;1;0.755;Fife
79;f;46;3;young;no;no;Warm-up;1;0.755;Fife
79;f;46;3;young;no;no;Test;1;0.755;Fife
79;f;46;3;young;no;no;Test;2;0.755;Fife
79;f;46;3;young;no;no;Test;3;0.755;Fife
79;f;46;3;young;no;no;Test;4;0.755;Fife
79;f;46;3;young;no;no;Test;5;0.755;Fife
79;f;46;3;young;no;no;Test;6;0.755;Fife
79;f;46;3;young;no;no;Test;7;0.755;Fife
79;f;46;3;young;no;no;Test;8;0.755;Fife
79;f;46;3;young;no;no;Test;9;0.755;Fife
79;f;46;3;young;no;no;Test;10;0.755;Fife
79;f;46;3;young;no;no;Test;11;0.755;Fife
79;f;46;3;young;no;no;Test;12;0.755;Fife
80;f;45;3;young;no;no;Warm-up;1;1.153;Fife
80;f;45;3;young;no;no;Warm-up;2;1.153;Fife
80;f;45;3;young;no;no;Test;1;1.153;Fife
80;f;45;3;young;no;no;Test;2;1.153;Fife
80;f;45;3;young;no;no;Test;3;1.153;Fife
80;f;45;3;young;no;no;Test;4;1.153;Fife
80;f;45;3;young;no;no;Test;5;1.153;Fife
